Week_Start,Week_End,Week_Open,Week_Close,Weekly_Change,Percentage_Change
2017-01-02,2017-01-06,56.93057632446289,57.16709899902344,0.23652267456054688,0.415458071621372
2017-01-09,2017-01-13,56.98515701293945,57.03973388671875,0.054576873779296875,0.09577384118974044
2017-01-16,2017-01-20,56.88508224487305,57.07612609863281,0.19104385375976562,0.33584174658899096
2017-01-23,2017-01-27,57.276275634765625,59.84169387817383,2.565418243408203,4.479024194532374
2017-01-30,2017-02-03,59.2503662109375,57.93126678466797,-1.3190994262695312,-2.2263143852535854
2017-02-06,2017-02-10,57.89487075805664,58.22238159179688,0.3275108337402415,0.5656992224905608
2017-02-13,2017-02-17,58.877384185791016,59.1428108215332,0.2654266357421875,0.45081254782756364
2017-02-20,2017-02-24,59.02382659912109,59.1428108215332,0.11898422241211648,0.20158676464715736
2017-02-27,2017-03-03,58.78585815429688,58.80416488647461,0.01830673217772727,0.031141388001306506
2017-03-06,2017-03-10,58.82246780395508,59.426544189453125,0.6040763854980469,1.0269483890259876
2017-03-13,2017-03-17,59.22517013549805,59.371612548828125,0.14644241333007812,0.24726381198237252
2017-03-20,2017-03-24,59.426544189453125,59.47229766845703,0.04575347900390625,0.07699165352446401
2017-03-27,2017-03-31,59.58210754394531,60.27770614624024,0.695598602294929,1.167462231479281
2017-04-03,2017-04-07,59.993988037109375,60.11296463012695,0.11897659301757812,0.19831419265541236
2017-04-10,2017-04-14,59.975677490234375,59.44480514526367,-0.5308723449707031,-0.8851460578451043
2017-04-17,2017-04-21,59.9299201965332,60.77193069458008,0.842010498046875,1.4049918559637649
2017-04-24,2017-04-28,61.8061408996582,62.65732192993164,0.8511810302734375,1.3771787364225236
2017-05-01,2017-05-05,63.52682495117188,63.15153884887695,-0.375286102294929,-0.5907521784433303
2017-05-08,2017-05-12,63.09663391113281,62.5841178894043,-0.5125160217285156,-0.8122715745032588
2017-05-15,2017-05-19,62.629878997802734,62.30771255493164,-0.32216644287109375,-0.5143973579805198
2017-05-22,2017-05-26,63.00727462768555,64.39720916748047,1.3899345397949219,2.2059905749108233
2017-05-29,2017-06-02,64.81144714355469,66.05406951904297,1.2426223754882812,1.9172884270519739
2017-06-05,2017-06-09,66.53270721435547,64.72856140136719,-1.8041458129882812,-2.7116675219237263
2017-06-12,2017-06-16,64.23150634765625,64.43402099609375,0.2025146484375,0.31528864875343154
2017-06-19,2017-06-23,65.2348403930664,65.54782104492188,0.31298065185546875,0.47977530100423826
2017-06-26,2017-06-30,64.92186737060547,63.44909286499024,-1.4727745056152273,-2.268533801111907
2017-07-03,2017-07-07,62.74953079223633,63.936954498291016,1.1874237060546875,1.89232284459026
2017-07-10,2017-07-14,64.41560363769531,66.99296569824219,2.577362060546875,4.001145553247025
2017-07-17,2017-07-21,67.51763916015625,67.92266082763672,0.40502166748046875,0.5998753400126016
2017-07-24,2017-07-28,67.74776458740234,67.23230743408203,-0.5154571533203125,-0.7608474707018767
2017-07-31,2017-08-04,66.91932678222656,66.90093994140625,-0.0183868408203125,-0.027476129400028505
2017-08-07,2017-08-11,66.64319610595703,66.73523712158203,0.092041015625,0.13811014627609183
2017-08-14,2017-08-18,67.73854064941406,67.08152770996094,-0.657012939453125,-0.9699248509848258
2017-08-21,2017-08-25,66.76689910888672,67.38690948486328,0.6200103759765625,0.9286193971138593
2017-08-28,2017-09-01,67.39616394042969,68.42335510253906,1.027191162109375,1.5241092401301826
2017-09-04,2017-09-08,68.11797332763672,68.46036529541016,0.3423919677734375,0.5026455589431383
2017-09-11,2017-09-15,69.18218231201172,69.6911392211914,0.5089569091796875,0.7356762856717807
2017-09-18,2017-09-22,69.55236053466797,68.85829162597656,-0.6940689086914062,-0.9979084870102313
2017-09-25,2017-09-29,67.79409790039062,68.93229675292969,1.1381988525390625,1.678905520966456
2017-10-02,2017-10-06,69.04338073730469,70.32965850830078,1.2862777709960938,1.8629994030711008
2017-10-09,2017-10-13,70.5980453491211,71.70850372314453,1.1104583740234375,1.5729307639213017
2017-10-16,2017-10-20,71.85655212402344,72.93000793457031,1.073455810546875,1.4938871666067484
2017-10-23,2017-10-27,72.94850158691406,77.55694580078125,4.6084442138671875,6.317393933549799
2017-10-30,2017-11-03,77.6310043334961,77.86231994628906,0.23131561279296875,0.29796807960806077
2017-11-06,2017-11-10,78.167724609375,77.61246490478516,-0.5552597045898438,-0.7103439525259624
2017-11-13,2017-11-17,77.66796875,76.63509368896484,-1.0328750610351562,-1.3298597577075895
2017-11-20,2017-11-24,76.75601196289062,77.43492889404297,0.6789169311523438,0.884513035253292
2017-11-27,2017-12-01,78.00225067138672,78.36498260498047,0.36273193359375,0.46502752224662364
2017-12-04,2017-12-08,75.40744018554688,78.27195739746094,2.8645172119140625,3.798719602290778
