Week_Start,Week_End,Week_Open,Week_Close,Weekly_Change,Percentage_Change
2017-01-02,2017-01-06,39.30699920654297,40.307498931884766,1.0004997253417969,2.5453475094462457
2017-01-09,2017-01-13,40.33250045776367,40.39400100708008,0.06150054931640625,0.15248384954662017
2017-01-16,2017-01-20,40.230499267578125,40.2509994506836,0.020500183105475855,0.05095682002136377
2017-01-23,2017-01-27,40.96549987792969,41.16550064086914,0.20000076293945312,0.48821755754335194
2017-01-30,2017-02-03,40.11600112915039,40.074501037597656,-0.041500091552734375,-0.10345022032262889
2017-02-06,2017-02-10,40.06700134277344,40.68349838256836,0.6164970397949219,1.5386652834854946
2017-02-13,2017-02-17,40.96200180053711,41.40349960327149,0.4414978027343821,1.0778228195102344
2017-02-20,2017-02-24,41.58300018310547,41.43199920654297,-0.1510009765625,-0.36313151022674256
2017-02-27,2017-03-03,41.4640007019043,41.45399856567383,-0.01000213623046875,-0.02412245818336914
2017-03-06,2017-03-10,41.38899993896485,42.16249847412109,0.7734985351562358,1.8688505068904575
2017-03-13,2017-03-17,42.277000427246094,42.60599899291992,0.3289985656738281,0.778197512474891
2017-03-20,2017-03-24,42.41999816894531,40.72150039672852,-1.6984977722167898,-4.004002464715381
2017-03-27,2017-03-31,40.97549819946289,41.47800064086914,0.50250244140625,1.2263485826582015
2017-04-03,2017-04-07,41.9275016784668,41.23350143432617,-0.694000244140625,-1.6552387248416733
2017-04-10,2017-04-14,41.23649978637695,41.178001403808594,-0.058498382568359375,-0.1418606886409043
2017-04-17,2017-04-21,41.85850143432617,42.15950012207031,0.3009986877441406,0.7190861531829849
2017-04-24,2017-04-28,43.13800048828125,45.29800033569336,2.1599998474121094,5.00718582911345
2017-05-01,2017-05-05,45.62850189208984,46.35649871826172,0.7279968261718821,1.5954870223299789
2017-05-08,2017-05-12,46.71500015258789,46.61100006103516,-0.10400009155272727,-0.22262676059729378
2017-05-15,2017-05-19,46.854000091552734,46.70050048828125,-0.15349960327148438,-0.3276125901130023
2017-05-22,2017-05-26,47.09299850463867,48.57350158691406,1.4805030822753906,3.1437859751690276
2017-05-29,2017-06-02,48.79399871826172,48.77999877929688,-0.013999938964836645,-0.02869192796776667
2017-06-05,2017-06-09,49.18399810791016,47.49150085449219,-1.6924972534179759,-3.441154274820483
2017-06-12,2017-06-16,47.14500045776367,46.98899841308594,-0.15600204467773438,-0.33089838405557703
2017-06-19,2017-06-23,47.868499755859375,48.27949905395508,0.4109992980957031,0.8586007503721578
2017-06-26,2017-06-30,47.61349868774414,45.436500549316406,-2.1769981384277344,-4.5722288813615375
2017-07-03,2017-07-07,44.935001373291016,45.929500579833984,0.9944992065429688,2.213195006452344
2017-07-10,2017-07-14,46.43999862670898,47.79949951171875,1.3595008850097727,2.9274352394745438
2017-07-17,2017-07-21,47.67100143432617,48.64599990844727,0.9749984741211009,2.0452653495528197
2017-07-24,2017-07-28,49.016998291015625,47.07649993896485,-1.9404983520507741,-3.9588273858182172
2017-07-31,2017-08-04,46.525001525878906,46.39799880981445,-0.12700271606445312,-0.27297734959516246
